Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
Axis Bank,12/03/2025,"1,011.20","1,025.20","1,029.80",999.20,"7,500,000",1010.2,-14,-1.37%,1,0.10%,30.6,3.03%,57.23%,"1,039.62",2.16%,Medium,Up Day,March,2025
Axis Bank,13/03/2025,"1,010.20","1,015.00","1,016.00","1,005.10","4,000,000",1034.15,-4.8,-0.47%,-23.95,-2.32%,10.9,1.08%,-46.67%,"1,052.00",2.62%,Medium,Down Day,March,2025
Axis Bank,17/03/2025,"1,034.15","1,011.10","1,039.00","1,011.10","5,940,000",1045.25,23.05,2.28%,-11.1,-1.06%,27.9,2.70%,48.50%,"1,067.48",2.85%,Medium,Down Day,March,2025
Axis Bank,18/03/2025,"1,045.25","1,044.15","1,054.25","1,033.70","7,370,000",1052.05,1.1,0.11%,-6.8,-0.65%,20.55,1.97%,24.07%,"1,076.35",2.61%,Low,Down Day,March,2025
Axis Bank,19/03/2025,"1,052.05","1,047.80","1,058.55","1,043.50","4,820,000",1054.35,4.25,0.41%,-2.3,-0.22%,15.05,1.43%,-34.60%,"1,083.94",2.33%,Medium,Down Day,March,2025
Axis Bank,20/03/2025,"1,054.35","1,056.25","1,058.90","1,046.90","3,740,000",1070.15,-1.9,-0.18%,-15.8,-1.48%,12,1.14%,-22.41%,"1,091.07",1.98%,Medium,Down Day,March,2025
Axis Bank,21/03/2025,"1,070.15","1,054.35","1,075.55","1,050.55","6,850,000",1097.85,15.8,1.50%,-27.7,-2.52%,25,2.34%,83.16%,"1,095.54",1.36%,Medium,Down Day,March,2025
Axis Bank,24/03/2025,"1,097.85","1,082.00","1,104.95","1,073.70","8,280,000",1118.55,15.85,1.46%,-20.7,-1.85%,31.25,2.85%,20.88%,"1,097.58",1.04%,Medium,Down Day,March,2025
Axis Bank,25/03/2025,"1,118.55","1,109.95","1,123.50","1,096.35","11,720,000",1096.25,8.6,0.77%,22.3,2.03%,27.15,2.43%,41.55%,"1,096.44",1.07%,Medium,Up Day,March,2025
Axis Bank,26/03/2025,"1,096.25","1,115.00","1,118.85","1,089.05","7,130,000",1098.35,-18.75,-1.68%,-2.1,-0.19%,29.8,2.72%,-39.16%,"1,092.54",0.60%,High,Down Day,March,2025
Axis Bank,27/03/2025,"1,098.35","1,092.00","1,108.00","1,088.10","8,510,000",1102,6.35,0.58%,-3.65,-0.33%,19.9,1.81%,19.35%,"1,085.64",1.64%,High,Down Day,March,2025
Axis Bank,28/03/2025,"1,102.00","1,098.40","1,107.00","1,086.50","4,920,000",1085.6,3.6,0.33%,16.4,1.51%,20.5,1.86%,-42.19%,"1,082.71",1.57%,High,Up Day,March,2025
Axis Bank,01/04/2025,"1,085.60","1,093.20","1,101.25","1,070.00","6,640,000",1084.45,-7.6,-0.70%,1.15,0.11%,31.25,2.88%,34.96%,"1,076.95",1.51%,High,Up Day,April,2025
Axis Bank,02/04/2025,"1,084.45","1,091.70","1,095.60","1,080.75","4,070,000",1089.85,-7.25,-0.66%,-5.4,-0.50%,14.85,1.37%,-38.70%,"1,074.57",1.49%,High,Down Day,April,2025
Axis Bank,03/04/2025,"1,089.85","1,078.90","1,091.95","1,075.30","5,350,000",1091.3,10.95,1.01%,-1.45,-0.13%,16.65,1.53%,31.45%,"1,078.62",1.99%,High,Down Day,April,2025
Axis Bank,04/04/2025,"1,091.30","1,081.50","1,101.90","1,075.45","6,060,000",1047.95,9.8,0.91%,43.35,4.14%,26.45,2.42%,13.27%,"1,088.83",3.51%,High,Up Day,April,2025
Axis Bank,07/04/2025,"1,047.95","1,035.00","1,069.00","1,032.35","9,720,000",1077.85,12.95,1.25%,-29.9,-2.77%,36.65,3.50%,60.40%,"1,103.04",4.93%,Medium,Down Day,April,2025
Axis Bank,08/04/2025,"1,077.85","1,061.00","1,084.95","1,060.30","8,720,000",1061.65,16.85,1.59%,16.2,1.53%,24.65,2.29%,-10.29%,"1,128.05",5.69%,Medium,Up Day,April,2025
Axis Bank,09/04/2025,"1,061.65","1,073.10","1,081.85","1,058.00","6,690,000",1068.95,-11.45,-1.07%,-7.3,-0.68%,23.85,2.25%,-23.28%,"1,147.90",5.88%,Medium,Down Day,April,2025
Axis Bank,11/04/2025,"1,068.95","1,063.30","1,072.70","1,057.55","8,140,000",1112.8,5.65,0.53%,-43.85,-3.94%,15.15,1.42%,21.67%,"1,168.65",4.98%,Medium,Down Day,April,2025
Axis Bank,15/04/2025,"1,112.80","1,090.00","1,117.00","1,083.00","9,320,000",1161.3,22.8,2.09%,-48.5,-4.18%,34,3.06%,14.50%,"1,188.39",3.29%,Medium,Down Day,April,2025
Axis Bank,16/04/2025,"1,161.30","1,122.70","1,163.50","1,112.60","12,840,000",1190.8,38.6,3.44%,-29.5,-2.48%,50.9,4.38%,37.77%,"1,196.03",2.02%,Low,Down Day,April,2025
Axis Bank,17/04/2025,"1,190.80","1,155.60","1,199.20","1,153.60","13,450,000",1223,35.2,3.05%,-32.2,-2.63%,45.6,3.83%,4.75%,"1,200.53",1.59%,Medium,Down Day,April,2025
Axis Bank,21/04/2025,"1,223.00","1,202.00","1,238.70","1,198.10","15,170,000",1216.8,21,1.75%,6.2,0.51%,40.6,3.32%,12.79%,"1,200.03",1.62%,Low,Up Day,April,2025
Axis Bank,22/04/2025,"1,216.80","1,230.40","1,235.00","1,212.10","8,460,000",1206.9,-13.6,-1.11%,9.9,0.82%,22.9,1.88%,-44.23%,"1,194.60",1.43%,Medium,Up Day,April,2025
Axis Bank,23/04/2025,"1,206.90","1,225.30","1,230.00","1,194.90","9,430,000",1207.1,-18.4,-1.50%,-0.2,-0.02%,35.1,2.91%,11.47%,"1,189.66",1.21%,Medium,Down Day,April,2025
Axis Bank,24/04/2025,"1,207.10","1,199.10","1,220.00","1,199.10","9,080,000",1166.3,8,0.67%,40.8,3.50%,20.9,1.73%,-3.71%,"1,184.84",1.12%,Medium,Up Day,April,2025
Axis Bank,25/04/2025,"1,166.30","1,177.00","1,179.90","1,146.00","17,240,000",1192.8,-10.7,-0.91%,-26.5,-2.22%,33.9,2.91%,89.87%,"1,178.31",0.98%,Medium,Down Day,April,2025
Axis Bank,28/04/2025,"1,192.80","1,166.30","1,196.00","1,164.30","5,520,000",1187.3,26.5,2.27%,5.5,0.46%,31.7,2.66%,-67.98%,"1,177.60",1.07%,Medium,Up Day,April,2025
Axis Bank,29/04/2025,"1,187.30","1,194.00","1,210.00","1,184.40","6,070,000",1185,-6.7,-0.56%,2.3,0.19%,25.6,2.16%,9.96%,"1,174.66",0.91%,Medium,Up Day,April,2025
Axis Bank,30/04/2025,"1,185.00","1,185.10","1,193.90","1,175.00","6,290,000",1182.2,-0.1,-0.01%,2.8,0.24%,18.9,1.59%,3.62%,"1,169.49",1.04%,Medium,Up Day,April,2025
Axis Bank,02/05/2025,"1,182.20","1,182.10","1,210.50","1,180.10","6,570,000",1173.2,0.1,0.01%,9,0.77%,30.4,2.57%,4.45%,"1,172.06",1.45%,Low,Up Day,May,2025
Axis Bank,05/05/2025,"1,173.20","1,190.00","1,190.00","1,164.30","7,240,000",1161.4,-16.8,-1.41%,11.8,1.02%,25.7,2.19%,10.20%,"1,173.69",1.58%,Low,Up Day,May,2025
Axis Bank,06/05/2025,"1,161.40","1,178.00","1,178.80","1,157.70","5,350,000",1161.3,-16.6,-1.41%,0.1,0.01%,21.1,1.82%,-26.10%,"1,176.87",1.73%,Low,Up Day,May,2025
Axis Bank,07/05/2025,"1,161.30","1,159.00","1,168.60","1,152.90","4,260,000",1172.2,2.3,0.20%,-10.9,-0.93%,15.7,1.35%,-20.37%,"1,183.69",1.87%,Low,Down Day,May,2025
Axis Bank,08/05/2025,"1,172.20","1,170.00","1,179.00","1,165.60","9,910,000",1151.1,2.2,0.19%,21.1,1.83%,13.4,1.14%,132.63%,"1,190.47",1.80%,Low,Up Day,May,2025
Axis Bank,09/05/2025,"1,151.10","1,160.00","1,172.20","1,148.50","5,380,000",1203,-8.9,-0.77%,-51.9,-4.31%,23.7,2.06%,-45.71%,"1,194.84",1.69%,Low,Down Day,May,2025
Axis Bank,12/05/2025,"1,203.00","1,185.00","1,209.00","1,175.20","7,620,000",1193.6,18,1.52%,9.4,0.79%,33.8,2.81%,41.64%,"1,201.23",0.53%,Low,Up Day,May,2025
Axis Bank,13/05/2025,"1,193.60","1,205.20","1,214.80","1,190.00","5,570,000",1195.5,-11.6,-0.96%,-1.9,-0.16%,24.8,2.08%,-26.90%,"1,200.49",0.54%,Low,Down Day,May,2025
Axis Bank,14/05/2025,"1,195.50","1,195.90","1,199.40","1,185.90","4,080,000",1209.1,-0.4,-0.03%,-13.6,-1.12%,13.5,1.13%,-26.75%,"1,199.76",0.63%,Low,Down Day,May,2025
Axis Bank,15/05/2025,"1,209.10","1,197.00","1,217.00","1,185.00","6,710,000",1208.8,12.1,1.01%,0.3,0.02%,32,2.65%,64.46%,"1,201.84",0.68%,Low,Up Day,May,2025
Axis Bank,16/05/2025,"1,208.80","1,206.00","1,213.30","1,203.20","4,020,000",1202.8,2.8,0.23%,6,0.50%,10.1,0.84%,-40.09%,"1,202.71",0.78%,Low,Up Day,May,2025
Axis Bank,19/05/2025,"1,202.80","1,208.00","1,219.00","1,201.10","4,550,000",1195.8,-5.2,-0.43%,7,0.59%,17.9,1.49%,13.18%,"1,200.83",0.77%,Low,Up Day,May,2025
Axis Bank,20/05/2025,"1,195.80","1,208.00","1,210.70","1,192.90","4,720,000",1197.8,-12.2,-1.01%,-2,-0.17%,17.8,1.49%,3.74%,"1,199.67",0.79%,Medium,Down Day,May,2025
Axis Bank,21/05/2025,"1,197.80","1,197.10","1,204.90","1,182.70","3,710,000",1188.5,0.7,0.06%,9.3,0.78%,22.2,1.85%,-21.40%,"1,200.51",0.77%,Medium,Up Day,May,2025
Axis Bank,22/05/2025,"1,188.50","1,196.70","1,196.70","1,177.50","4,800,000",1210.1,-8.2,-0.69%,-21.6,-1.78%,19.2,1.62%,29.38%,"1,199.71",0.82%,Medium,Down Day,May,2025
Axis Bank,23/05/2025,"1,210.10","1,188.50","1,213.10","1,188.10","3,680,000",1215.2,21.6,1.82%,-5.1,-0.42%,25,2.07%,-23.33%,"1,200.56",0.74%,High,Down Day,May,2025
Axis Bank,26/05/2025,"1,215.20","1,216.20","1,224.20","1,208.70","3,610,000",1195.6,-1,-0.08%,19.6,1.64%,15.5,1.28%,-1.90%,"1,196.47",0.86%,High,Up Day,May,2025
Axis Bank,27/05/2025,"1,195.60","1,215.20","1,216.70","1,190.40","7,250,000",1194.7,-19.6,-1.61%,0.9,0.08%,26.3,2.20%,100.83%,"1,190.16",0.87%,High,Up Day,May,2025
Axis Bank,28/05/2025,"1,194.70","1,195.60","1,202.20","1,191.70","3,530,000",1201.7,-0.9,-0.08%,-7,-0.58%,10.5,0.88%,-51.31%,"1,184.93",1.29%,High,Down Day,May,2025
Axis Bank,29/05/2025,"1,201.70","1,200.00","1,209.00","1,189.00","7,790,000",1192.2,1.7,0.14%,9.5,0.80%,20,1.66%,120.68%,"1,184.91",1.29%,Medium,Up Day,May,2025
Axis Bank,30/05/2025,"1,192.20","1,201.40","1,208.80","1,189.60","10,000,000",1194.4,-9.2,-0.77%,-2.2,-0.18%,19.2,1.61%,28.37%,"1,187.51",1.65%,Low,Down Day,May,2025
Axis Bank,02/06/2025,"1,194.40","1,189.80","1,200.90","1,179.20","3,760,000",1181.5,4.6,0.39%,12.9,1.09%,21.7,1.82%,-62.40%,"1,193.31",2.19%,Low,Up Day,June,2025
Axis Bank,03/06/2025,"1,181.50","1,195.00","1,198.90","1,174.90","8,160,000",1171,-13.5,-1.13%,10.5,0.90%,24,2.03%,117.02%,"1,198.60",2.49%,Low,Up Day,June,2025
Axis Bank,04/06/2025,"1,171.00","1,181.80","1,191.30","1,168.60","4,310,000",1159,-10.8,-0.91%,12,1.04%,22.7,1.94%,-47.18%,"1,203.09",2.43%,Low,Up Day,June,2025
Axis Bank,05/06/2025,"1,159.00","1,172.50","1,175.50","1,157.00","10,480,000",1194.6,-13.5,-1.15%,-35.6,-2.98%,18.5,1.60%,143.16%,"1,208.06",2.11%,Low,Down Day,June,2025
Axis Bank,06/06/2025,"1,194.60","1,158.90","1,201.20","1,151.20","14,720,000",1219.9,35.7,3.08%,-25.3,-2.07%,50,4.19%,40.46%,"1,216.11",1.12%,Low,Down Day,June,2025
Axis Bank,09/06/2025,"1,219.90","1,212.50","1,224.50","1,206.20","9,140,000",1232.8,7.4,0.61%,-12.9,-1.05%,18.3,1.50%,-37.91%,"1,219.04",0.81%,Low,Down Day,June,2025
Axis Bank,10/06/2025,"1,232.80","1,224.40","1,235.90","1,218.40","7,750,000",1231.4,8.4,0.69%,1.4,0.11%,17.5,1.42%,-15.21%,"1,219.20",0.81%,Low,Up Day,June,2025
Axis Bank,11/06/2025,"1,231.40","1,232.60","1,241.80","1,228.10","4,140,000",1212.9,-1.2,-0.10%,18.5,1.53%,13.7,1.11%,-46.58%,"1,217.01",0.65%,Low,Up Day,June,2025
Axis Bank,12/06/2025,"1,212.90","1,231.00","1,237.10","1,210.80","3,460,000",1205.8,-18.1,-1.47%,7.1,0.59%,26.3,2.17%,-16.43%,"1,215.49",0.43%,Low,Up Day,June,2025
Axis Bank,13/06/2025,"1,205.80","1,198.00","1,211.70","1,195.60","3,910,000",1215.4,7.8,0.65%,-9.6,-0.79%,16.1,1.34%,13.01%,"1,215.66",0.42%,Medium,Down Day,June,2025
Axis Bank,16/06/2025,"1,215.40","1,206.10","1,218.00","1,196.00","5,700,000",1215.1,9.3,0.77%,0.3,0.02%,22,1.81%,45.78%,"1,217.86",0.25%,Medium,Up Day,June,2025
Axis Bank,17/06/2025,"1,215.10","1,215.40","1,227.00","1,211.30","4,490,000",1221,-0.3,-0.02%,-5.9,-0.48%,15.7,1.29%,-21.23%,"1,217.56",0.28%,High,Down Day,June,2025
Axis Bank,18/06/2025,"1,221.00","1,209.80","1,223.30","1,203.90","3,140,000",1217.5,11.2,0.93%,3.5,0.29%,19.4,1.59%,-30.07%,"1,220.19",0.55%,High,Up Day,June,2025
Axis Bank,19/06/2025,"1,217.50","1,218.00","1,227.80","1,213.80","4,240,000",1220.7,-0.5,-0.04%,-3.2,-0.26%,14,1.15%,35.03%,"1,220.77",0.57%,Medium,Down Day,June,2025
Axis Bank,20/06/2025,"1,220.70","1,217.50","1,226.00","1,214.20","4,650,000",1214.1,3.2,0.26%,6.6,0.54%,11.8,0.97%,9.67%,"1,218.16",0.89%,Low,Up Day,June,2025
Axis Bank,23/06/2025,"1,214.10","1,212.60","1,222.90","1,205.60","2,310,000",1221.2,1.5,0.12%,-7.1,-0.58%,17.3,1.42%,-50.32%,"1,211.39",1.65%,Low,Down Day,June,2025
Axis Bank,24/06/2025,"1,221.20","1,222.90","1,238.40","1,215.60","6,750,000",1213.3,-1.7,-0.14%,7.9,0.65%,22.8,1.87%,192.21%,"1,205.84",1.99%,Low,Up Day,June,2025
Axis Bank,25/06/2025,"1,213.30","1,226.30","1,226.30","1,211.00","4,230,000",1233.5,-13,-1.06%,-20.2,-1.64%,15.3,1.26%,-37.33%,"1,198.69",2.17%,Low,Down Day,June,2025
Axis Bank,26/06/2025,"1,233.50","1,215.20","1,239.00","1,211.20","8,680,000",1225.1,18.3,1.51%,8.4,0.69%,27.8,2.25%,105.20%,"1,193.59",2.20%,Low,Up Day,June,2025
Axis Bank,27/06/2025,"1,225.10","1,236.90","1,247.00","1,220.40","6,070,000",1199.2,-11.8,-0.95%,25.9,2.16%,26.6,2.17%,-30.07%,"1,185.24",1.68%,Low,Up Day,June,2025
Axis Bank,30/06/2025,"1,199.20","1,228.90","1,236.00","1,193.10","6,560,000",1173.3,-29.7,-2.42%,25.9,2.21%,42.9,3.58%,8.07%,"1,176.71",0.91%,Low,Up Day,June,2025
Axis Bank,01/07/2025,"1,173.30","1,202.00","1,202.00","1,167.00","8,700,000",1175.3,-28.7,-2.39%,-2,-0.17%,35,2.98%,32.62%,"1,171.79",0.43%,Low,Down Day,July,2025
Axis Bank,02/07/2025,"1,175.30","1,180.00","1,181.90","1,172.00","5,470,000",1171.1,-4.7,-0.40%,4.2,0.36%,9.9,0.84%,-37.13%,"1,170.50",0.48%,High,Up Day,July,2025
Axis Bank,03/07/2025,"1,171.10","1,178.00","1,181.00","1,168.00","6,240,000",1177.6,-6.9,-0.59%,-6.5,-0.55%,13,1.11%,14.08%,"1,170.29",0.47%,High,Down Day,July,2025
Axis Bank,04/07/2025,"1,177.60","1,174.00","1,179.50","1,162.00","3,930,000",1175.1,3.6,0.31%,2.5,0.21%,17.5,1.49%,-37.02%,"1,170.51",0.47%,High,Up Day,July,2025
Axis Bank,07/07/2025,"1,175.10","1,177.60","1,177.60","1,167.60","5,780,000",1165.4,-2.5,-0.21%,9.7,0.83%,10,0.85%,47.07%,"1,168.84",0.41%,High,Up Day,July,2025
Axis Bank,08/07/2025,"1,165.40","1,180.00","1,180.00","1,161.90","9,970,000",1164.7,-14.6,-1.24%,0.7,0.06%,18.1,1.55%,72.49%,"1,167.89",0.33%,High,Up Day,July,2025
Axis Bank,09/07/2025,"1,164.70","1,160.00","1,171.00","1,158.60","8,670,000",1164.3,4.7,0.41%,0.4,0.03%,12.4,1.06%,-13.04%,"1,167.09",0.42%,High,Up Day,July,2025
Axis Bank,10/07/2025,"1,164.30","1,170.10","1,176.60","1,163.00","4,340,000",1173.8,-5.8,-0.50%,-9.5,-0.81%,13.6,1.17%,-49.94%,"1,157.74",2.26%,Low,Down Day,July,2025
Axis Bank,11/07/2025,"1,173.80","1,162.00","1,175.90","1,160.60","4,470,000",1172.7,11.8,1.02%,1.1,0.09%,15.3,1.30%,3.00%,"1,148.50",2.94%,Medium,Up Day,July,2025
Axis Bank,14/07/2025,"1,172.70","1,179.00","1,179.90","1,163.00","4,770,000",1165.9,-6.3,-0.53%,6.8,0.58%,16.9,1.44%,6.71%,"1,137.67",3.20%,Medium,Up Day,July,2025
Axis Bank,15/07/2025,"1,165.90","1,174.00","1,179.00","1,162.30","4,780,000",1168.4,-8.1,-0.69%,-2.5,-0.21%,16.7,1.43%,0.21%,"1,127.97",3.06%,Medium,Down Day,July,2025
Axis Bank,16/07/2025,"1,168.40","1,164.90","1,174.00","1,157.10","4,390,000",1159.8,3.5,0.30%,8.6,0.74%,16.9,1.45%,-8.16%,"1,117.86",2.85%,Medium,Up Day,July,2025
Axis Bank,17/07/2025,"1,159.80","1,170.00","1,172.90","1,154.80","5,690,000",1099.3,-10.2,-0.87%,60.5,5.50%,18.1,1.56%,29.61%,"1,106.10",2.20%,Low,Up Day,July,2025
Axis Bank,18/07/2025,"1,099.30","1,090.00","1,115.90","1,086.00","38,050,000",1099.6,9.3,0.85%,-0.3,-0.03%,29.9,2.72%,568.72%,"1,093.79",0.97%,Low,Down Day,July,2025
Axis Bank,21/07/2025,"1,099.60","1,086.00","1,101.50","1,071.90","15,910,000",1098,13.6,1.25%,1.6,0.15%,29.6,2.69%,-58.19%,"1,088.77",1.37%,Low,Up Day,July,2025
Axis Bank,22/07/2025,"1,098.00","1,102.00","1,110.60","1,095.00","10,000,000",1104.8,-4,-0.36%,-6.8,-0.62%,15.6,1.42%,-37.15%,"1,085.01",1.39%,Low,Down Day,July,2025
Axis Bank,23/07/2025,"1,104.80","1,099.50","1,110.50","1,098.10","6,630,000",1095.1,5.3,0.48%,9.7,0.89%,12.4,1.12%,-33.70%,"1,080.79",1.39%,Low,Up Day,July,2025
Axis Bank,24/07/2025,"1,095.10","1,104.00","1,105.00","1,089.40","9,900,000",1086.1,-8.9,-0.81%,9,0.83%,15.6,1.42%,49.32%,"1,074.73",1.11%,Low,Up Day,July,2025
Axis Bank,25/07/2025,"1,086.10","1,086.10","1,101.00","1,076.20","11,780,000",1073.6,0,0.00%,12.5,1.16%,24.8,2.28%,18.99%,"1,070.94",0.74%,Low,Up Day,July,2025
Axis Bank,28/07/2025,"1,073.60","1,080.90","1,092.20","1,067.40","9,030,000",1064.2,-7.3,-0.68%,9.4,0.88%,24.8,2.31%,-23.34%,"1,068.76",0.40%,Low,Up Day,July,2025
Axis Bank,29/07/2025,"1,064.20","1,070.90","1,078.70","1,055.40","15,600,000",1073.3,-6.7,-0.63%,-9.1,-0.85%,23.3,2.19%,72.76%,"1,068.39",0.36%,Low,Down Day,July,2025
Axis Bank,30/07/2025,"1,073.30","1,070.50","1,080.60","1,062.00","8,250,000",1068.4,2.8,0.26%,4.9,0.46%,18.6,1.73%,-47.12%,"1,070.10",0.41%,Low,Up Day,July,2025
Axis Bank,31/07/2025,"1,068.40","1,066.00","1,081.30","1,063.90","7,630,000",1062.4,2.4,0.23%,6,0.56%,17.4,1.63%,-7.52%,"1,067.93",0.56%,Low,Up Day,July,2025
Axis Bank,01/08/2025,"1,062.40","1,065.00","1,070.90","1,060.00","5,550,000",1068.6,-2.6,-0.24%,-6.2,-0.58%,10.9,1.03%,-27.26%,"1,068.63",0.59%,Low,Down Day,August,2025
Axis Bank,04/08/2025,"1,068.60","1,064.40","1,070.00","1,059.00","4,470,000",1070.8,4.2,0.39%,-2.2,-0.21%,11,1.03%,-19.46%,"1,069.71",0.53%,Low,Down Day,August,2025
Axis Bank,05/08/2025,"1,070.80","1,068.00","1,079.90","1,062.50","5,320,000",1071,2.8,0.26%,-0.2,-0.02%,17.4,1.62%,19.02%,"1,069.34",0.55%,Low,Down Day,August,2025
Axis Bank,06/08/2025,"1,071.00","1,074.00","1,077.70","1,065.60","4,220,000",1076.2,-3,-0.28%,-5.2,-0.48%,12.1,1.13%,-20.68%,"1,068.97",0.55%,Low,Down Day,August,2025
Axis Bank,07/08/2025,"1,076.20","1,067.80","1,079.70","1,064.50","5,320,000",1058.1,8.4,0.79%,18.1,1.71%,15.2,1.41%,26.07%,"1,070.63",0.73%,Medium,Up Day,August,2025
Axis Bank,08/08/2025,"1,058.10","1,073.00","1,080.40","1,054.20","5,080,000",1073.3,-14.9,-1.39%,-15.2,-1.42%,26.2,2.48%,-4.51%,"1,071.63",0.84%,Medium,Down Day,August,2025
Axis Bank,11/08/2025,"1,073.30","1,058.10","1,075.40","1,052.60","5,450,000",1070,15.2,1.44%,3.3,0.31%,22.8,2.12%,7.28%,"1,074.79",0.67%,Medium,Up Day,August,2025
Axis Bank,12/08/2025,"1,070.00","1,071.10","1,076.60","1,066.30","4,570,000",1066,-1.1,-0.10%,4,0.38%,10.3,0.96%,-16.15%,"1,075.59",0.68%,Medium,Up Day,August,2025
Axis Bank,13/08/2025,"1,066.00","1,071.10","1,072.80","1,063.20","4,970,000",1068.2,-5.1,-0.48%,-2.2,-0.21%,9.6,0.90%,8.75%,"1,075.71",0.67%,Low,Down Day,August,2025
Axis Bank,14/08/2025,"1,068.20","1,067.00","1,072.40","1,062.00","6,760,000",1082.6,1.2,0.11%,-14.4,-1.33%,10.4,0.97%,36.02%,"1,076.29",0.59%,Low,Down Day,August,2025
Axis Bank,18/08/2025,"1,082.60","1,080.00","1,090.00","1,079.40","7,960,000",1083.2,2.6,0.24%,-0.6,-0.06%,10.6,0.98%,17.75%,"1,073.70",1.09%,Low,Down Day,August,2025
Axis Bank,19/08/2025,"1,083.20","1,078.00","1,095.00","1,075.80","5,660,000",1080.2,5.2,0.48%,3,0.28%,19.2,1.77%,-28.89%,"1,069.31",1.25%,Low,Up Day,August,2025
Axis Bank,20/08/2025,"1,080.20","1,081.00","1,083.70","1,077.80","3,030,000",1078.9,-0.8,-0.07%,1.3,0.12%,5.9,0.55%,-46.47%,"1,063.89",1.36%,Low,Up Day,August,2025
Axis Bank,21/08/2025,"1,078.90","1,090.00","1,090.00","1,076.40","6,460,000",1070.9,-11.1,-1.02%,8,0.75%,13.6,1.26%,113.20%,"1,061.21",1.19%,Low,Up Day,August,2025
Axis Bank,22/08/2025,"1,070.90","1,076.00","1,078.50","1,069.50","3,850,000",1070,-5.1,-0.47%,0.9,0.08%,9,0.84%,-40.40%,"1,057.97",0.94%,Low,Up Day,August,2025
Axis Bank,25/08/2025,"1,070.00","1,073.00","1,074.50","1,068.20","2,710,000",1050.1,-3,-0.28%,19.9,1.90%,6.3,0.59%,-29.61%,"1,055.66",0.77%,Medium,Up Day,August,2025
Axis Bank,26/08/2025,"1,050.10","1,068.00","1,069.80","1,048.00","7,200,000",1051.9,-17.9,-1.68%,-1.8,-0.17%,21.8,2.08%,165.68%,"1,052.86",0.49%,Medium,Down Day,August,2025
Axis Bank,28/08/2025,"1,051.90","1,057.00","1,059.50","1,047.00","8,560,000",1045.2,-5.1,-0.48%,6.7,0.64%,12.5,1.19%,18.89%,"1,053.69",0.49%,High,Up Day,August,2025
Axis Bank,29/08/2025,"1,045.20","1,052.10","1,063.00","1,042.50","4,720,000",1061.5,-6.9,-0.66%,-16.3,-1.54%,20.5,1.96%,-44.86%,"1,054.20",0.49%,High,Down Day,August,2025
Axis Bank,01/09/2025,"1,061.50","1,047.60","1,064.00","1,047.60","3,190,000",1056.2,13.9,1.33%,5.3,0.50%,16.4,1.54%,-32.42%,"1,055.20",0.33%,High,Up Day,September,2025
Axis Bank,02/09/2025,"1,056.20","1,061.50","1,064.90","1,049.00","4,930,000",1054.7,-5.3,-0.50%,1.5,0.14%,15.9,1.51%,54.55%,"1,056.43",0.61%,High,Up Day,September,2025
Axis Bank,03/09/2025,"1,054.70","1,056.20","1,064.90","1,045.00","8,300,000",1050.4,-1.5,-0.14%,4.3,0.41%,19.9,1.89%,68.36%,"1,060.89",1.26%,Medium,Up Day,September,2025
Axis Bank,04/09/2025,"1,050.40","1,058.20","1,062.20","1,047.30","8,090,000",1055.9,-7.8,-0.74%,-5.5,-0.52%,14.9,1.42%,-2.53%,"1,068.11",1.96%,Medium,Down Day,September,2025
Axis Bank,05/09/2025,"1,055.90","1,056.60","1,058.00","1,047.80","2,850,000",1055.5,-0.7,-0.07%,0.4,0.04%,10.2,0.97%,-64.77%,"1,075.83",2.15%,Medium,Up Day,September,2025
Axis Bank,08/09/2025,"1,055.50","1,055.90","1,063.00","1,054.00","2,260,000",1052.2,-0.4,-0.04%,3.3,0.31%,9,0.85%,-20.70%,"1,085.16",2.46%,Medium,Up Day,September,2025
Axis Bank,09/09/2025,"1,052.20","1,057.50","1,059.00","1,048.70","4,310,000",1070.1,-5.3,-0.50%,-17.9,-1.67%,10.3,0.98%,90.71%,"1,095.23",2.46%,Medium,Down Day,September,2025
Axis Bank,10/09/2025,"1,070.10","1,058.00","1,074.10","1,055.10","5,240,000",1087.4,12.1,1.14%,-17.3,-1.59%,19,1.78%,21.58%,"1,106.77",2.02%,Medium,Down Day,September,2025
Axis Bank,11/09/2025,"1,087.40","1,069.00","1,093.00","1,069.00","5,230,000",1105.3,18.4,1.72%,-17.9,-1.62%,24,2.21%,-0.19%,"1,116.17",1.59%,Medium,Down Day,September,2025
Axis Bank,12/09/2025,"1,105.30","1,088.40","1,108.70","1,088.40","6,010,000",1104.4,16.9,1.55%,0.9,0.08%,20.3,1.84%,14.91%,"1,124.31",1.35%,Medium,Up Day,September,2025
Axis Bank,15/09/2025,"1,104.40","1,105.00","1,110.00","1,100.00","3,880,000",1121.2,-0.6,-0.05%,-16.8,-1.50%,10,0.91%,-35.44%,"1,133.67",1.83%,Medium,Down Day,September,2025
Axis Bank,16/09/2025,"1,121.20","1,105.70","1,127.10","1,104.00","7,970,000",1126,15.5,1.40%,-4.8,-0.43%,23.1,2.06%,105.41%,"1,141.46",1.57%,Medium,Down Day,September,2025
