Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
ICICI,11/12/2024,"1,327.50","1,324.70","1,331.25","1,316.00","8,140,000",1329.25,2.8,0.21%,-1.75,-0.13%,15.25,1.15%,-0.97%,"1,326.08",1.54%,Low,Down Day,December,2024
ICICI,12/12/2024,"1,329.25","1,321.55","1,338.75","1,321.55","9,080,000",1344.9,7.7,0.58%,-15.65,-1.16%,17.2,1.29%,11.55%,"1,320.49",1.88%,Low,Down Day,December,2024
ICICI,13/12/2024,"1,344.90","1,325.35","1,347.15","1,313.50","13,540,000",1346.1,19.55,1.48%,-1.2,-0.09%,33.65,2.50%,49.12%,"1,315.86",1.97%,Low,Down Day,December,2024
ICICI,16/12/2024,"1,346.10","1,344.90","1,350.45","1,340.05","9,070,000",1333.75,1.2,0.09%,12.35,0.93%,10.4,0.77%,-33.01%,"1,309.05",1.77%,Low,Up Day,December,2024
ICICI,17/12/2024,"1,333.75","1,342.00","1,348.10","1,326.05","9,880,000",1314.15,-8.25,-0.61%,19.6,1.49%,22.05,1.65%,8.93%,"1,302.09",1.27%,Medium,Up Day,December,2024
ICICI,18/12/2024,"1,314.15","1,325.25","1,334.95","1,307.45","8,510,000",1286.9,-11.1,-0.84%,27.25,2.12%,27.5,2.09%,-13.87%,"1,298.34",0.75%,Medium,Up Day,December,2024
ICICI,19/12/2024,"1,286.90","1,286.00","1,303.00","1,284.45","11,520,000",1288.4,0.9,0.07%,-1.5,-0.12%,18.55,1.44%,35.37%,"1,295.56",0.53%,Low,Down Day,December,2024
ICICI,20/12/2024,"1,288.40","1,283.95","1,297.75","1,272.40","58,490,000",1296.8,4.45,0.35%,-8.4,-0.65%,25.35,1.97%,407.73%,"1,294.81",0.63%,Low,Down Day,December,2024
ICICI,23/12/2024,"1,296.80","1,294.65","1,307.00","1,287.05","6,830,000",1297.25,2.15,0.17%,-0.45,-0.03%,19.95,1.54%,-88.32%,"1,294.13",0.69%,Low,Down Day,December,2024
ICICI,24/12/2024,"1,297.25","1,296.80","1,304.50","1,290.25","7,140,000",1297.35,0.45,0.03%,-0.1,-0.01%,14.25,1.10%,4.54%,"1,293.24",0.69%,Medium,Down Day,December,2024
ICICI,26/12/2024,"1,297.35","1,307.00","1,312.75","1,289.20","7,340,000",1307.55,-9.65,-0.74%,-10.2,-0.78%,23.55,1.82%,2.80%,"1,288.64",1.05%,Medium,Down Day,December,2024
ICICI,27/12/2024,"1,307.55","1,298.55","1,315.95","1,298.55","4,760,000",1294.65,9,0.69%,12.9,1.00%,17.4,1.33%,-35.15%,"1,283.89",1.22%,Medium,Up Day,December,2024
ICICI,30/12/2024,"1,294.65","1,304.95","1,326.50","1,289.45","14,210,000",1281.65,-10.3,-0.79%,13,1.01%,37.05,2.86%,198.53%,"1,279.85",0.91%,Medium,Up Day,December,2024
ICICI,31/12/2024,"1,281.65","1,286.90","1,289.95","1,280.10","8,450,000",1283.65,-5.25,-0.41%,-2,-0.16%,9.85,0.77%,-40.53%,"1,275.44",0.86%,Medium,Down Day,December,2024
ICICI,01/01/2025,"1,283.65","1,281.65","1,293.00","1,267.10","4,710,000",1290.6,2,0.16%,-6.95,-0.54%,25.9,2.02%,-44.26%,"1,272.69",0.91%,Medium,Down Day,January,2025
ICICI,02/01/2025,"1,290.60","1,285.10","1,293.40","1,278.40","7,430,000",1265.05,5.5,0.43%,25.55,2.02%,15,1.16%,57.75%,"1,267.86",1.04%,Low,Up Day,January,2025
ICICI,03/01/2025,"1,265.05","1,286.20","1,288.00","1,262.25","11,190,000",1264.1,-21.15,-1.64%,0.95,0.08%,25.75,2.04%,50.61%,"1,259.16",1.23%,Medium,Up Day,January,2025
ICICI,06/01/2025,"1,264.10","1,268.05","1,277.75","1,257.00","7,500,000",1279.25,-3.95,-0.31%,-15.15,-1.18%,20.75,1.64%,-32.98%,"1,255.63",1.33%,Medium,Down Day,January,2025
ICICI,07/01/2025,"1,279.25","1,266.50","1,288.95","1,266.50","7,540,000",1263.75,12.75,1.01%,15.5,1.23%,22.45,1.75%,0.53%,"1,251.94",1.39%,Medium,Up Day,January,2025
ICICI,08/01/2025,"1,263.75","1,280.55","1,285.00","1,252.35","7,570,000",1262.4,-16.8,-1.31%,1.35,0.11%,32.65,2.58%,0.40%,"1,247.63",1.01%,Medium,Up Day,January,2025
ICICI,09/01/2025,"1,262.40","1,258.00","1,264.75","1,248.10","8,680,000",1249.85,4.4,0.35%,12.55,1.00%,16.65,1.32%,14.66%,"1,242.16",1.02%,Medium,Up Day,January,2025
ICICI,10/01/2025,"1,249.85","1,259.00","1,264.95","1,243.10","7,850,000",1229.75,-9.15,-0.73%,20.1,1.63%,21.85,1.75%,-9.56%,"1,237.95",0.75%,Medium,Up Day,January,2025
ICICI,13/01/2025,"1,229.75","1,234.90","1,243.95","1,224.90","9,670,000",1240.3,-5.15,-0.42%,-10.55,-0.85%,19.05,1.55%,23.18%,"1,230.28",1.37%,Medium,Down Day,January,2025
ICICI,14/01/2025,"1,240.30","1,233.35","1,244.85","1,227.45","10,340,000",1238.25,6.95,0.56%,2.05,0.17%,17.4,1.40%,6.93%,"1,226.09",1.66%,Medium,Up Day,January,2025
ICICI,15/01/2025,"1,238.25","1,234.00","1,244.40","1,230.00","5,360,000",1249.1,4.25,0.34%,-10.85,-0.87%,14.4,1.16%,-48.16%,"1,220.59",1.72%,Medium,Down Day,January,2025
ICICI,16/01/2025,"1,249.10","1,245.10","1,255.50","1,239.65","11,900,000",1225.45,4,0.32%,23.65,1.93%,15.85,1.27%,122.01%,"1,216.44",1.63%,Medium,Up Day,January,2025
ICICI,17/01/2025,"1,225.45","1,243.35","1,249.00","1,218.00","9,790,000",1232.95,-17.9,-1.44%,-7.5,-0.61%,31,2.53%,-17.73%,"1,213.41",1.24%,Low,Down Day,January,2025
ICICI,20/01/2025,"1,232.95","1,223.90","1,241.75","1,215.25","7,680,000",1196.15,9.05,0.74%,36.8,3.08%,26.5,2.15%,-21.55%,"1,216.48",1.60%,Low,Up Day,January,2025
ICICI,21/01/2025,"1,196.15","1,236.95","1,238.95","1,192.70","20,520,000",1200.45,-40.8,-3.30%,-4.3,-0.36%,46.25,3.87%,167.19%,"1,219.15",1.89%,Low,Down Day,January,2025
ICICI,22/01/2025,"1,200.45","1,201.00","1,207.50","1,191.80","10,380,000",1201.75,-0.55,-0.05%,-1.3,-0.11%,15.7,1.31%,-49.42%,"1,227.64",1.96%,Low,Down Day,January,2025
ICICI,23/01/2025,"1,201.75","1,197.25","1,207.90","1,186.00","8,770,000",1209.2,4.5,0.38%,-7.45,-0.62%,21.9,1.82%,-15.51%,"1,235.12",1.80%,Low,Down Day,January,2025
ICICI,24/01/2025,"1,209.20","1,203.10","1,218.00","1,202.00","9,220,000",1227.95,6.1,0.51%,-18.75,-1.53%,16,1.32%,5.13%,"1,242.81",1.42%,Low,Down Day,January,2025
ICICI,27/01/2025,"1,227.95","1,195.00","1,234.65","1,193.10","16,160,000",1246.9,32.95,2.76%,-18.95,-1.52%,41.55,3.38%,75.27%,"1,249.06",0.78%,Low,Down Day,January,2025
ICICI,28/01/2025,"1,246.90","1,247.35","1,264.00","1,236.00","18,070,000",1251.65,-0.45,-0.04%,-4.75,-0.38%,28,2.25%,11.82%,"1,254.81",0.52%,Low,Down Day,January,2025
ICICI,29/01/2025,"1,251.65","1,252.00","1,255.80","1,243.05","7,670,000",1255.6,-0.35,-0.03%,-3.95,-0.31%,12.75,1.02%,-57.55%,"1,257.79",0.56%,Low,Down Day,January,2025
ICICI,30/01/2025,"1,255.60","1,250.00","1,259.85","1,239.50","11,920,000",1252.8,5.6,0.45%,2.8,0.22%,20.35,1.62%,55.41%,"1,260.75",0.66%,Low,Up Day,January,2025
ICICI,31/01/2025,"1,252.80","1,254.50","1,256.00","1,239.10","10,200,000",1255.55,-1.7,-0.14%,-2.75,-0.22%,16.9,1.35%,-14.43%,"1,260.94",0.65%,Low,Down Day,January,2025
ICICI,01/02/2025,"1,255.55","1,251.15","1,261.35","1,233.80","3,010,000",1253,4.4,0.35%,2.55,0.20%,27.55,2.19%,-70.49%,"1,262.34",0.59%,Low,Up Day,February,2025
ICICI,03/02/2025,"1,253.00","1,246.85","1,260.00","1,237.80","6,180,000",1268.2,6.15,0.49%,-15.2,-1.20%,22.2,1.77%,105.32%,"1,261.94",0.62%,Low,Down Day,February,2025
ICICI,04/02/2025,"1,268.20","1,262.80","1,280.50","1,260.00","14,840,000",1267.7,5.4,0.43%,0.5,0.04%,20.5,1.62%,140.13%,"1,261.76",0.64%,Low,Up Day,February,2025
ICICI,05/02/2025,"1,267.70","1,270.20","1,277.75","1,265.15","6,840,000",1272.4,-2.5,-0.20%,-4.7,-0.37%,12.6,0.99%,-53.91%,"1,259.01",0.70%,Low,Down Day,February,2025
ICICI,06/02/2025,"1,272.40","1,275.00","1,279.00","1,263.20","8,400,000",1256.9,-2.6,-0.20%,15.5,1.23%,15.8,1.24%,22.81%,"1,257.92",0.64%,Medium,Up Day,February,2025
ICICI,07/02/2025,"1,256.90","1,272.00","1,275.00","1,249.55","7,380,000",1262.6,-15.1,-1.19%,-5.7,-0.45%,25.45,2.02%,-12.14%,"1,254.89",0.40%,Medium,Down Day,February,2025
ICICI,10/02/2025,"1,262.60","1,257.20","1,265.00","1,249.35","5,740,000",1252.75,5.4,0.43%,9.85,0.79%,15.65,1.24%,-22.22%,"1,252.91",0.53%,Medium,Up Day,February,2025
ICICI,11/02/2025,"1,252.75","1,255.85","1,261.85","1,248.40","6,590,000",1251.8,-3.1,-0.25%,0.95,0.08%,13.45,1.07%,14.81%,"1,252.77",0.51%,Medium,Up Day,February,2025
ICICI,12/02/2025,"1,251.80","1,257.20","1,269.75","1,244.65","8,810,000",1248.9,-5.4,-0.43%,2.9,0.23%,25.1,2.01%,33.69%,"1,252.37",0.52%,Medium,Up Day,February,2025
ICICI,13/02/2025,"1,248.90","1,252.55","1,266.00","1,245.90","7,260,000",1260.1,-3.65,-0.29%,-11.2,-0.89%,20.1,1.61%,-17.59%,"1,249.68",0.79%,Low,Down Day,February,2025
ICICI,14/02/2025,"1,260.10","1,252.10","1,263.50","1,244.45","10,370,000",1251.15,8,0.64%,8.95,0.72%,19.05,1.51%,42.84%,"1,245.31",1.24%,Low,Up Day,February,2025
ICICI,17/02/2025,"1,251.15","1,251.15","1,258.15","1,233.25","8,390,000",1243.05,0,0.00%,8.1,0.65%,24.9,1.99%,-19.09%,"1,240.18",1.26%,Low,Up Day,February,2025
ICICI,18/02/2025,"1,243.05","1,252.90","1,257.60","1,237.05","8,140,000",1261.65,-9.85,-0.79%,-18.6,-1.47%,20.55,1.65%,-2.98%,"1,236.08",1.30%,Low,Down Day,February,2025
ICICI,19/02/2025,"1,261.65","1,234.85","1,264.45","1,230.25","10,680,000",1249.95,26.8,2.17%,11.7,0.94%,34.2,2.71%,31.20%,"1,230.51",1.59%,Low,Up Day,February,2025
ICICI,20/02/2025,"1,249.95","1,255.35","1,264.00","1,246.75","8,400,000",1232.95,-5.4,-0.43%,17,1.38%,17.25,1.38%,-21.35%,"1,222.59",1.29%,Medium,Up Day,February,2025
ICICI,21/02/2025,"1,232.95","1,241.10","1,244.70","1,224.55","7,790,000",1218.35,-8.15,-0.66%,14.6,1.20%,20.15,1.63%,-7.26%,"1,216.94",0.86%,Medium,Up Day,February,2025
ICICI,24/02/2025,"1,218.35","1,226.70","1,231.90","1,210.25","11,520,000",1224.15,-8.35,-0.68%,-5.8,-0.47%,21.65,1.78%,47.88%,"1,214.48",0.64%,Medium,Down Day,February,2025
ICICI,25/02/2025,"1,224.15","1,226.60","1,231.65","1,221.00","11,060,000",1222.45,-2.45,-0.20%,1.7,0.14%,10.65,0.87%,-3.99%,"1,214.44",0.64%,Medium,Up Day,February,2025
ICICI,27/02/2025,"1,222.45","1,225.15","1,234.85","1,218.45","12,010,000",1204.1,-2.7,-0.22%,18.35,1.52%,16.4,1.34%,8.59%,"1,213.06",0.54%,High,Up Day,February,2025
ICICI,28/02/2025,"1,204.10","1,216.00","1,225.00","1,200.10","20,220,000",1206.2,-11.9,-0.98%,-2.1,-0.17%,24.9,2.07%,68.36%,"1,211.98",0.43%,High,Down Day,February,2025
ICICI,03/03/2025,"1,206.20","1,210.50","1,217.00","1,204.15","8,160,000",1210.4,-4.3,-0.36%,-4.2,-0.35%,12.85,1.07%,-59.64%,"1,217.88",1.05%,High,Down Day,March,2025
ICICI,04/03/2025,"1,210.40","1,207.15","1,216.65","1,206.25","9,570,000",1215.7,3.25,0.27%,-5.3,-0.44%,10.4,0.86%,17.28%,"1,223.27",1.21%,High,Down Day,March,2025
ICICI,05/03/2025,"1,215.70","1,217.00","1,225.95","1,211.30","9,050,000",1218.05,-1.3,-0.11%,-2.35,-0.19%,14.65,1.21%,-5.43%,"1,228.94",1.35%,High,Down Day,March,2025
ICICI,06/03/2025,"1,218.05","1,227.95","1,227.95","1,209.00","11,950,000",1214.55,-9.9,-0.81%,3.5,0.29%,18.95,1.56%,32.04%,"1,236.55",1.70%,High,Up Day,March,2025
ICICI,07/03/2025,"1,214.55","1,211.10","1,217.85","1,206.30","6,620,000",1214.85,3.45,0.28%,-0.3,-0.02%,11.55,0.95%,-44.60%,"1,249.66",2.63%,Medium,Down Day,March,2025
ICICI,10/03/2025,"1,214.85","1,208.00","1,225.80","1,208.00","7,360,000",1245.4,6.85,0.57%,-30.55,-2.45%,17.8,1.47%,11.18%,"1,263.74",2.87%,Medium,Down Day,March,2025
ICICI,11/03/2025,"1,245.40","1,217.20","1,248.00","1,217.20","10,930,000",1243.95,28.2,2.32%,1.45,0.12%,30.8,2.47%,48.51%,"1,279.01",2.71%,Low,Up Day,March,2025
ICICI,12/03/2025,"1,243.95","1,246.95","1,251.95","1,235.30","11,550,000",1250.05,-3,-0.24%,-6.1,-0.49%,16.65,1.34%,5.67%,"1,292.96",2.97%,Low,Down Day,March,2025
ICICI,13/03/2025,"1,250.05","1,251.05","1,255.60","1,245.30","8,130,000",1269,-1,-0.08%,-18.95,-1.49%,10.3,0.82%,-29.61%,"1,309.28",2.93%,Low,Down Day,March,2025
ICICI,17/03/2025,"1,269.00","1,257.05","1,273.95","1,254.75","11,160,000",1309.85,11.95,0.95%,-40.85,-3.12%,19.2,1.51%,37.27%,"1,322.66",2.24%,Low,Down Day,March,2025
ICICI,18/03/2025,"1,309.85","1,285.50","1,313.85","1,280.65","15,650,000",1313.1,24.35,1.89%,-3.25,-0.25%,33.2,2.53%,40.23%,"1,332.21",1.34%,Low,Down Day,March,2025
ICICI,19/03/2025,"1,313.10","1,305.60","1,318.30","1,302.15","11,280,000",1321.7,7.5,0.57%,-8.6,-0.65%,16.15,1.23%,-27.92%,"1,336.04",1.11%,Medium,Down Day,March,2025
ICICI,20/03/2025,"1,321.70","1,320.00","1,324.25","1,311.05","10,890,000",1343.1,1.7,0.13%,-21.4,-1.59%,13.2,1.00%,-3.46%,"1,341.08",0.85%,Medium,Down Day,March,2025
ICICI,21/03/2025,"1,343.10","1,316.00","1,349.00","1,311.60","60,490,000",1358.15,27.1,2.06%,-15.05,-1.11%,37.4,2.78%,455.46%,"1,340.61",0.92%,Medium,Down Day,March,2025
ICICI,24/03/2025,"1,358.15","1,355.95","1,373.00","1,345.05","9,350,000",1343.7,2.2,0.16%,14.45,1.08%,27.95,2.06%,-84.54%,"1,338.92",0.95%,Medium,Up Day,March,2025
ICICI,25/03/2025,"1,343.70","1,359.00","1,363.80","1,330.05","16,420,000",1335.9,-15.3,-1.13%,7.8,0.58%,33.75,2.51%,75.61%,"1,334.84",0.73%,Medium,Up Day,March,2025
ICICI,26/03/2025,"1,335.90","1,344.05","1,358.00","1,331.50","10,860,000",1336.65,-8.15,-0.61%,-0.75,-0.06%,26.5,1.98%,-33.86%,"1,333.64",0.68%,High,Down Day,March,2025
ICICI,27/03/2025,"1,336.65","1,333.15","1,351.50","1,333.15","15,110,000",1348.35,3.5,0.26%,-11.7,-0.87%,18.35,1.37%,39.13%,"1,326.73",1.47%,High,Down Day,March,2025
ICICI,28/03/2025,"1,348.35","1,336.00","1,357.95","1,327.20","8,270,000",1318.45,12.35,0.92%,29.9,2.27%,30.75,2.28%,-45.27%,"1,321.48",1.61%,High,Up Day,March,2025
ICICI,01/04/2025,"1,318.45","1,340.00","1,352.35","1,315.40","14,290,000",1331.25,-21.55,-1.61%,-12.8,-0.96%,36.95,2.80%,72.79%,"1,314.69",1.42%,High,Down Day,April,2025
ICICI,02/04/2025,"1,331.25","1,322.15","1,337.95","1,322.15","8,040,000",1329.55,9.1,0.69%,1.7,0.13%,15.8,1.19%,-43.74%,"1,313.71",1.41%,High,Up Day,April,2025
ICICI,03/04/2025,"1,329.55","1,321.95","1,333.00","1,321.25","4,590,000",1335.3,7.6,0.57%,-5.75,-0.43%,11.75,0.88%,-42.91%,"1,316.42",1.71%,High,Down Day,April,2025
ICICI,04/04/2025,"1,335.30","1,329.55","1,338.55","1,322.10","8,650,000",1287.55,5.75,0.43%,47.75,3.71%,16.45,1.23%,88.45%,"1,320.26",2.04%,Medium,Up Day,April,2025
ICICI,07/04/2025,"1,287.55","1,295.25","1,325.00","1,265.00","19,190,000",1299.9,-7.7,-0.59%,-12.35,-0.95%,60,4.66%,121.85%,"1,330.46",3.20%,Low,Down Day,April,2025
ICICI,08/04/2025,"1,299.90","1,299.85","1,310.05","1,287.35","13,090,000",1300.8,0.05,0.00%,-0.9,-0.07%,22.7,1.75%,-31.79%,"1,347.92",3.48%,Low,Down Day,April,2025
ICICI,09/04/2025,"1,300.80","1,304.95","1,305.10","1,284.50","13,010,000",1311.65,-4.15,-0.32%,-10.85,-0.83%,20.6,1.58%,-0.61%,"1,364.58",3.50%,Low,Down Day,April,2025
ICICI,11/04/2025,"1,311.65","1,305.10","1,325.00","1,305.10","13,060,000",1350.2,6.55,0.50%,-38.55,-2.86%,19.9,1.52%,0.38%,"1,382.24",3.10%,Low,Down Day,April,2025
ICICI,15/04/2025,"1,350.20","1,351.00","1,354.30","1,336.20","15,200,000",1356.4,-0.8,-0.06%,-6.2,-0.46%,18.1,1.34%,16.39%,"1,395.24",2.12%,Low,Down Day,April,2025
ICICI,16/04/2025,"1,356.40","1,357.00","1,359.70","1,342.90","14,040,000",1406.7,-0.6,-0.04%,-50.3,-3.58%,16.8,1.24%,-7.63%,"1,403.04",1.56%,Low,Down Day,April,2025
ICICI,17/04/2025,"1,406.70","1,362.00","1,408.90","1,360.10","17,490,000",1409.8,44.7,3.28%,-3.1,-0.22%,48.8,3.47%,24.57%,"1,413.39",0.72%,Low,Down Day,April,2025
ICICI,21/04/2025,"1,409.80","1,436.00","1,436.00","1,404.70","16,880,000",1416.5,-26.2,-1.82%,-6.7,-0.47%,31.3,2.22%,-3.49%,"1,416.69",0.80%,Low,Down Day,April,2025
ICICI,22/04/2025,"1,416.50","1,412.80","1,418.80","1,398.90","16,140,000",1424.4,3.7,0.26%,-7.9,-0.55%,19.9,1.40%,-4.38%,"1,419.14",0.80%,Medium,Down Day,April,2025
ICICI,23/04/2025,"1,424.40","1,429.00","1,429.90","1,411.30","13,990,000",1402.7,-4.6,-0.32%,21.7,1.55%,18.6,1.31%,-13.32%,"1,421.41",0.87%,Medium,Up Day,April,2025
ICICI,24/04/2025,"1,402.70","1,416.30","1,421.20","1,398.80","15,680,000",1404.8,-13.6,-0.96%,-2.1,-0.15%,22.4,1.60%,12.08%,"1,422.13",0.89%,Medium,Down Day,April,2025
ICICI,25/04/2025,"1,404.80","1,410.00","1,414.80","1,388.40","11,710,000",1428.8,-5.2,-0.37%,-24,-1.68%,26.4,1.88%,-25.32%,"1,426.26",0.68%,Medium,Down Day,April,2025
ICICI,28/04/2025,"1,428.80","1,405.60","1,435.00","1,403.80","10,950,000",1429.8,23.2,1.65%,-1,-0.07%,31.2,2.18%,-6.49%,"1,430.63",0.19%,Medium,Down Day,April,2025
ICICI,29/04/2025,"1,429.80","1,428.80","1,438.30","1,422.60","10,790,000",1427,1,0.07%,2.8,0.20%,15.7,1.10%,-1.46%,"1,431.59",0.22%,Medium,Up Day,April,2025
ICICI,30/04/2025,"1,427.00","1,433.00","1,433.70","1,400.00","14,190,000",1432.4,-6,-0.42%,-5.4,-0.38%,33.7,2.36%,31.51%,"1,425.74",1.16%,Medium,Down Day,April,2025
ICICI,02/05/2025,"1,432.40","1,426.90","1,446.60","1,424.60","10,760,000",1429.4,5.5,0.39%,3,0.21%,22,1.54%,-24.17%,"1,428.81",1.31%,Low,Up Day,May,2025
ICICI,05/05/2025,"1,429.40","1,440.00","1,446.80","1,426.00","4,570,000",1431.6,-10.6,-0.74%,-2.2,-0.15%,20.8,1.46%,-57.53%,"1,428.56",1.30%,Low,Down Day,May,2025
ICICI,06/05/2025,"1,431.60","1,429.00","1,433.70","1,420.40","6,300,000",1435.4,2.6,0.18%,-3.8,-0.26%,13.3,0.93%,37.86%,"1,428.10",1.30%,Low,Down Day,May,2025
ICICI,07/05/2025,"1,435.40","1,425.00","1,442.00","1,421.00","10,480,000",1435.5,10.4,0.73%,-0.1,-0.01%,21,1.46%,66.35%,"1,430.84",1.44%,Low,Down Day,May,2025
ICICI,08/05/2025,"1,435.50","1,438.60","1,448.90","1,426.10","15,310,000",1388.9,-3.1,-0.22%,46.6,3.36%,22.8,1.59%,46.09%,"1,433.50",1.56%,Low,Up Day,May,2025
ICICI,09/05/2025,"1,388.90","1,415.20","1,419.90","1,387.00","13,490,000",1448.5,-26.3,-1.86%,-59.6,-4.11%,32.9,2.37%,-11.89%,"1,435.43",1.61%,Low,Down Day,May,2025
ICICI,12/05/2025,"1,448.50","1,409.40","1,453.00","1,404.00","9,930,000",1430.6,39.1,2.77%,17.9,1.25%,49,3.38%,-26.39%,"1,442.47",0.75%,Low,Up Day,May,2025
ICICI,13/05/2025,"1,430.60","1,440.10","1,447.90","1,427.40","12,480,000",1426.2,-9.5,-0.66%,4.4,0.31%,20.5,1.43%,25.68%,"1,441.93",0.73%,Low,Up Day,May,2025
ICICI,14/05/2025,"1,426.20","1,429.90","1,440.70","1,417.30","8,030,000",1450.8,-3.7,-0.26%,-24.6,-1.70%,23.4,1.64%,-35.66%,"1,443.57",0.65%,Low,Down Day,May,2025
ICICI,15/05/2025,"1,450.80","1,425.90","1,456.50","1,415.50","18,210,000",1454,24.9,1.75%,-3.2,-0.22%,41,2.83%,126.77%,"1,446.94",0.38%,Low,Down Day,May,2025
ICICI,16/05/2025,"1,454.00","1,453.30","1,458.70","1,447.00","6,440,000",1449,0.7,0.05%,5,0.35%,11.7,0.80%,-64.63%,"1,448.34",0.52%,Low,Up Day,May,2025
ICICI,19/05/2025,"1,449.00","1,446.50","1,459.70","1,443.80","6,010,000",1438.2,2.5,0.17%,10.8,0.75%,15.9,1.10%,-6.68%,"1,447.26",0.49%,Low,Up Day,May,2025
ICICI,20/05/2025,"1,438.20","1,450.20","1,459.00","1,435.50","11,350,000",1444.7,-12,-0.83%,-6.5,-0.45%,23.5,1.63%,88.85%,"1,447.94",0.52%,Low,Down Day,May,2025
ICICI,21/05/2025,"1,444.70","1,442.90","1,451.30","1,438.50","5,510,000",1442.1,1.8,0.12%,2.6,0.18%,12.8,0.89%,-51.45%,"1,450.56",0.46%,Low,Up Day,May,2025
ICICI,22/05/2025,"1,442.10","1,441.10","1,445.30","1,427.80","7,250,000",1449.8,1,0.07%,-7.7,-0.53%,17.5,1.21%,31.58%,"1,450.71",0.45%,Low,Down Day,May,2025
ICICI,23/05/2025,"1,449.80","1,442.20","1,451.80","1,434.40","5,200,000",1460.6,7.6,0.53%,-10.8,-0.74%,17.4,1.20%,-28.28%,"1,451.91",0.37%,Low,Down Day,May,2025
ICICI,26/05/2025,"1,460.60","1,458.00","1,471.60","1,455.00","5,610,000",1446.4,2.6,0.18%,14.2,0.98%,16.6,1.14%,7.88%,"1,450.21",0.52%,Low,Up Day,May,2025
ICICI,27/05/2025,"1,446.40","1,452.50","1,463.00","1,435.70","14,840,000",1453.8,-6.1,-0.42%,-7.4,-0.51%,27.3,1.89%,164.53%,"1,445.99",0.62%,Medium,Down Day,May,2025
ICICI,28/05/2025,"1,453.80","1,447.60","1,458.00","1,442.50","8,620,000",1456.5,6.2,0.43%,-2.7,-0.19%,15.5,1.07%,-41.91%,"1,447.19",0.66%,Medium,Down Day,May,2025
ICICI,29/05/2025,"1,456.50","1,456.60","1,462.90","1,445.00","15,550,000",1445.8,-0.1,-0.01%,10.7,0.74%,17.9,1.23%,80.39%,"1,448.03",0.72%,Low,Up Day,May,2025
ICICI,30/05/2025,"1,445.80","1,459.90","1,460.90","1,444.30","11,800,000",1450.5,-14.1,-0.97%,-4.7,-0.32%,16.6,1.15%,-24.12%,"1,444.93",0.74%,Low,Down Day,May,2025
ICICI,02/06/2025,"1,450.50","1,442.00","1,460.00","1,432.80","9,460,000",1437.9,8.5,0.59%,12.6,0.88%,27.2,1.88%,-19.83%,"1,441.66",0.94%,Low,Up Day,June,2025
ICICI,03/06/2025,"1,437.90","1,454.90","1,455.00","1,432.00","11,170,000",1431,-17,-1.17%,6.9,0.48%,23,1.60%,18.08%,"1,438.87",0.93%,Low,Up Day,June,2025
ICICI,04/06/2025,"1,431.00","1,437.40","1,440.10","1,426.40","8,030,000",1454.8,-6.4,-0.45%,-23.8,-1.64%,13.7,0.96%,-28.11%,"1,437.06",1.00%,Low,Down Day,June,2025
ICICI,05/06/2025,"1,454.80","1,430.90","1,459.00","1,427.30","11,390,000",1459.7,23.9,1.67%,-4.9,-0.34%,31.7,2.18%,41.84%,"1,434.93",1.14%,Low,Down Day,June,2025
ICICI,06/06/2025,"1,459.70","1,448.60","1,461.40","1,442.10","11,580,000",1434.8,11.1,0.77%,24.9,1.74%,19.3,1.32%,1.67%,"1,430.94",0.98%,Low,Up Day,June,2025
ICICI,09/06/2025,"1,434.80","1,465.00","1,466.80","1,433.40","11,020,000",1422.9,-30.2,-2.06%,11.9,0.84%,33.4,2.33%,-4.84%,"1,425.73",0.42%,Low,Up Day,June,2025
ICICI,10/06/2025,"1,422.90","1,439.00","1,441.70","1,416.50","12,910,000",1431,-16.1,-1.12%,-8.1,-0.57%,25.2,1.77%,17.15%,"1,422.56",0.44%,Low,Down Day,June,2025
ICICI,11/06/2025,"1,431.00","1,421.80","1,434.50","1,418.60","7,140,000",1425.2,9.2,0.65%,5.8,0.41%,15.9,1.11%,-44.69%,"1,420.90",0.53%,Medium,Up Day,June,2025
ICICI,12/06/2025,"1,425.20","1,430.50","1,436.50","1,420.00","7,950,000",1416.1,-5.3,-0.37%,9.1,0.64%,16.5,1.16%,11.34%,"1,420.34",0.48%,Medium,Up Day,June,2025
ICICI,13/06/2025,"1,416.10","1,403.60","1,421.50","1,403.60","7,570,000",1426.9,12.5,0.89%,-10.8,-0.76%,17.9,1.26%,-4.78%,"1,419.61",0.46%,Medium,Down Day,June,2025
ICICI,16/06/2025,"1,426.90","1,416.60","1,429.00","1,414.20","5,450,000",1423.2,10.3,0.73%,3.7,0.26%,14.8,1.04%,-28.01%,"1,420.76",0.46%,Low,Up Day,June,2025
ICICI,17/06/2025,"1,423.20","1,426.90","1,429.80","1,417.80","6,970,000",1412.6,-3.7,-0.26%,10.6,0.75%,12,0.84%,27.89%,"1,420.60",0.44%,Low,Up Day,June,2025
ICICI,18/06/2025,"1,412.60","1,417.00","1,432.00","1,410.20","6,750,000",1411.3,-4.4,-0.31%,1.3,0.09%,21.8,1.54%,-3.16%,"1,422.87",0.67%,Low,Up Day,June,2025
